                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.62731,                0.46332,                 1.1362,                0.94302,                0.94058,                0.96463,                0.81448,                0.66537,                0.38868,                  1.232,              0.0085051,              0.0085051,              0.0085051
                    154,                 0.6195,                0.46294,                 1.1342,                0.95213,                0.92417,                 0.9602,                0.81048,                0.66046,                0.39543,                   1.23,              0.0084952,              0.0084952,              0.0084952
                    155,                0.61852,                0.46317,                 1.1255,                0.92738,                0.93851,                0.96167,                0.81758,                0.65494,                0.39766,                 1.2203,              0.0084853,              0.0084853,              0.0084853
                    156,                0.61811,                0.46394,                 1.1242,                0.94166,                0.93474,                0.96394,                0.81379,                0.66629,                0.39601,                 1.2266,              0.0084754,              0.0084754,              0.0084754
                    157,                0.62958,                0.46864,                 1.1365,                0.95148,                0.93381,                0.96688,                0.82098,                0.67282,                0.39693,                 1.2391,              0.0084655,              0.0084655,              0.0084655
                    158,                 0.6258,                0.47209,                 1.1242,                0.93743,                0.94497,                0.96698,                0.82352,                0.66279,                0.39924,                 1.2332,              0.0084556,              0.0084556,              0.0084556
                    159,                0.62216,                0.46998,                 1.1334,                0.93438,                0.93671,                0.96154,                0.81428,                0.66596,                0.39351,                 1.2335,              0.0084457,              0.0084457,              0.0084457
                    160,                0.62087,                0.46126,                 1.1322,                0.94915,                0.93488,                0.96375,                0.81374,                0.66258,                 0.3943,                 1.2325,              0.0084358,              0.0084358,              0.0084358
                    161,                0.61557,                0.45715,                 1.1245,                0.95398,                0.94294,                0.96405,                0.81553,                0.66548,                0.38741,                 1.2314,              0.0084259,              0.0084259,              0.0084259
                    162,                0.61815,                0.46159,                 1.1297,                0.94572,                0.91856,                0.96008,                 0.8083,                0.66358,                0.39209,                 1.2255,               0.008416,               0.008416,               0.008416
                    163,                0.62302,                0.45931,                 1.1303,                0.93438,                0.92687,                0.95695,                0.80025,                0.67319,                0.39646,                 1.2326,              0.0084061,              0.0084061,              0.0084061
                    164,                 0.6211,                0.45346,                 1.1286,                0.93681,                0.92707,                 0.9589,                0.80536,                0.66534,                0.39731,                 1.2299,              0.0083962,              0.0083962,              0.0083962
                    165,                 0.6303,                0.46359,                 1.1405,                0.93933,                0.92261,                0.96009,                0.80552,                0.66721,                0.39118,                 1.2365,              0.0083863,              0.0083863,              0.0083863
                    166,                0.61688,                0.45421,                 1.1295,                0.94558,                0.93589,                0.96333,                0.81267,                0.66734,                0.38679,                 1.2296,              0.0083764,              0.0083764,              0.0083764
                    167,                 0.6148,                0.45915,                 1.1255,                0.95477,                 0.9381,                0.96248,                0.81495,                0.65984,                  0.385,                 1.2217,              0.0083665,              0.0083665,              0.0083665
                    168,                0.61686,                0.44608,                 1.1289,                0.95919,                0.92896,                0.96614,                0.82569,                0.66154,                0.38747,                 1.2225,              0.0083566,              0.0083566,              0.0083566
                    169,                0.60848,                0.45493,                 1.1248,                0.94559,                0.92622,                0.96385,                0.82045,                0.65867,                0.38408,                 1.2264,              0.0083467,              0.0083467,              0.0083467
                    170,                0.61248,                0.45136,                 1.1243,                0.94723,                0.92471,                0.96345,                0.81691,                0.66486,                0.38374,                 1.2315,              0.0083368,              0.0083368,              0.0083368
                    171,                0.61645,                0.44478,                 1.1239,                0.92688,                0.93938,                0.96081,                0.82215,                 0.6563,                0.38175,                 1.2272,              0.0083269,              0.0083269,              0.0083269
                    172,                0.60817,                0.44843,                 1.1184,                0.92846,                0.94759,                0.96286,                0.82178,                0.64725,                0.37943,                 1.2159,               0.008317,               0.008317,               0.008317
                    173,                0.60521,                0.44904,                 1.1165,                 0.9483,                0.92856,                0.96276,                0.81685,                0.64538,                0.37908,                 1.2159,              0.0083071,              0.0083071,              0.0083071
                    174,                0.60408,                0.45257,                 1.1245,                0.93183,                0.94533,                0.96072,                0.81575,                0.66161,                0.38947,                 1.2309,              0.0082972,              0.0082972,              0.0082972
                    175,                0.59744,                0.44289,                 1.1166,                0.95092,                0.92998,                0.96454,                0.81517,                0.65613,                0.37895,                 1.2259,              0.0082873,              0.0082873,              0.0082873
                    176,                0.61681,                 0.4495,                 1.1292,                0.94826,                0.94794,                0.96199,                0.81098,                 0.6529,                0.38436,                 1.2232,              0.0082774,              0.0082774,              0.0082774
                    177,                0.60726,                0.44114,                 1.1295,                 0.9398,                0.94966,                0.96369,                0.82211,                0.65384,                0.38495,                 1.2246,              0.0082675,              0.0082675,              0.0082675
                    178,                  0.608,                0.44169,                  1.127,                0.94348,                0.94207,                0.96323,                0.82322,                0.65072,                0.38214,                 1.2221,              0.0082576,              0.0082576,              0.0082576
                    179,                0.61476,                 0.4495,                 1.1212,                0.94071,                0.94496,                0.96266,                0.81956,                0.64963,                0.38186,                 1.2162,              0.0082477,              0.0082477,              0.0082477
                    180,                0.60345,                0.45103,                 1.1206,                0.94298,                0.94051,                 0.9649,                0.82699,                0.64287,                0.37675,                 1.2115,              0.0082378,              0.0082378,              0.0082378
                    181,                0.59578,                0.43257,                 1.1149,                0.93903,                0.94492,                0.96597,                0.82427,                0.64451,                0.37499,                 1.2135,              0.0082279,              0.0082279,              0.0082279
                    182,                0.60271,                0.44348,                 1.1187,                0.95101,                0.92809,                0.96375,                 0.8208,                0.65037,                 0.3809,                 1.2183,               0.008218,               0.008218,               0.008218
                    183,                0.60807,                  0.436,                 1.1111,                0.94512,                0.94351,                0.96563,                0.82039,                0.64369,                0.37498,                 1.2096,              0.0082081,              0.0082081,              0.0082081
                    184,                0.60334,                0.44023,                 1.1153,                0.94886,                0.93718,                0.96106,                0.81703,                0.64852,                0.37505,                 1.2146,              0.0081982,              0.0081982,              0.0081982
                    185,                 0.6154,                0.45271,                 1.1264,                0.93973,                0.93721,                0.96174,                0.82068,                0.65045,                0.37198,                  1.214,              0.0081883,              0.0081883,              0.0081883
                    186,                 0.5942,                0.44114,                 1.1079,                 0.9414,                0.94535,                0.96282,                0.81843,                0.65346,                0.37194,                 1.2177,              0.0081784,              0.0081784,              0.0081784
                    187,                0.60487,                0.44398,                  1.124,                0.94753,                0.93921,                0.96425,                0.82305,                0.64794,                0.36964,                  1.215,              0.0081685,              0.0081685,              0.0081685
                    188,                0.60361,                0.44203,                 1.1224,                 0.9416,                0.94984,                0.96573,                0.81994,                0.65168,                 0.3725,                 1.2202,              0.0081586,              0.0081586,              0.0081586
                    189,                0.60146,                 0.4421,                 1.1133,                0.94419,                0.94708,                0.96491,                0.82281,                0.64586,                0.37194,                 1.2164,              0.0081487,              0.0081487,              0.0081487
                    190,                0.60079,                0.45257,                 1.1172,                0.94561,                0.93543,                0.96114,                0.82117,                0.64851,                0.37845,                 1.2169,              0.0081388,              0.0081388,              0.0081388
                    191,                0.60618,                 0.4436,                 1.1266,                0.95015,                0.93352,                0.96261,                0.82308,                0.64262,                0.37636,                   1.21,              0.0081289,              0.0081289,              0.0081289
                    192,                0.58834,                0.43458,                 1.1101,                0.93331,                0.95615,                0.96558,                0.82574,                0.63372,                0.37719,                 1.2005,               0.008119,               0.008119,               0.008119
                    193,                0.59627,                0.43382,                 1.1149,                0.93196,                0.95677,                0.96631,                0.82912,                0.62902,                0.37341,                 1.1949,              0.0081091,              0.0081091,              0.0081091
                    194,                0.59595,                  0.432,                 1.1079,                0.92973,                 0.9538,                 0.9657,                0.82681,                 0.6328,                0.36844,                 1.1977,              0.0080992,              0.0080992,              0.0080992
                    195,                0.59261,                0.44282,                 1.1166,                 0.9313,                0.95425,                0.96522,                 0.8298,                0.63433,                0.37388,                 1.1987,              0.0080893,              0.0080893,              0.0080893
                    196,                0.59508,                0.43257,                 1.1187,                0.93873,                0.95217,                0.96721,                0.82722,                 0.6397,                0.37716,                 1.2028,              0.0080794,              0.0080794,              0.0080794
                    197,                0.59317,                0.43535,                 1.1083,                0.94122,                0.94671,                0.96463,                0.82304,                 0.6456,                0.37486,                  1.209,              0.0080695,              0.0080695,              0.0080695
                    198,                0.59447,                0.43745,                 1.1089,                0.94175,                0.94723,                0.96435,                0.82306,                  0.649,                0.37146,                 1.2125,              0.0080596,              0.0080596,              0.0080596
                    199,                0.58625,                 0.4346,                 1.1062,                0.93459,                0.95203,                0.96236,                0.82525,                0.64309,                0.37543,                 1.2117,              0.0080497,              0.0080497,              0.0080497
                    200,                0.58931,                0.43408,                 1.1054,                0.93424,                0.95329,                0.96466,                0.82694,                0.63531,                 0.3731,                 1.2006,              0.0080398,              0.0080398,              0.0080398
                    201,                0.58941,                0.43233,                 1.1033,                0.93825,                0.95424,                0.96422,                0.82418,                0.63502,                0.37204,                 1.1999,              0.0080299,              0.0080299,              0.0080299
                    202,                0.58748,                0.42678,                 1.1096,                0.94347,                0.95342,                0.96473,                0.82779,                0.62853,                0.36659,                  1.194,                0.00802,                0.00802,                0.00802
                    203,                0.58149,                0.42591,                  1.101,                0.94657,                0.95221,                0.96235,                0.82725,                0.62639,                0.36624,                 1.1939,              0.0080101,              0.0080101,              0.0080101
                    204,                0.58511,                0.42671,                 1.1019,                0.94079,                 0.9522,                0.96375,                0.83206,                0.62281,                0.36991,                 1.1898,              0.0080002,              0.0080002,              0.0080002
                    205,                0.58894,                0.43077,                  1.106,                0.93596,                0.95327,                0.96314,                0.82569,                0.62369,                 0.3681,                 1.1914,              0.0079903,              0.0079903,              0.0079903
                    206,                0.58738,                0.42807,                 1.1078,                0.94113,                0.94751,                0.96137,                0.82588,                 0.6218,                0.36306,                  1.189,              0.0079804,              0.0079804,              0.0079804
                    207,                0.59097,                0.42761,                 1.1138,                0.93043,                0.95159,                0.96279,                 0.8253,                0.62123,                 0.3623,                   1.19,              0.0079705,              0.0079705,              0.0079705
                    208,                 0.5715,                0.41961,                 1.0954,                0.93963,                 0.9419,                0.96154,                0.82531,                0.62869,                0.36268,                 1.1956,              0.0079606,              0.0079606,              0.0079606
                    209,                0.59194,                0.43436,                 1.1137,                 0.9387,                0.94958,                0.96155,                0.82792,                0.62314,                0.36461,                  1.191,              0.0079507,              0.0079507,              0.0079507
                    210,                0.57798,                0.42156,                 1.0986,                0.93596,                0.94835,                0.96205,                0.82804,                0.61994,                0.36106,                  1.189,              0.0079408,              0.0079408,              0.0079408
                    211,                0.57973,                0.42906,                 1.1046,                0.94352,                 0.9463,                 0.9632,                0.82357,                0.62207,                0.36072,                 1.1926,              0.0079309,              0.0079309,              0.0079309
                    212,                0.57841,                0.41895,                 1.0988,                0.95362,                0.94366,                0.96287,                0.82224,                0.62478,                0.36396,                 1.1958,               0.007921,               0.007921,               0.007921
                    213,                0.58281,                0.43625,                 1.1054,                0.95007,                0.94562,                0.96288,                0.82292,                0.62649,                0.36542,                 1.1985,              0.0079111,              0.0079111,              0.0079111
                    214,                0.57327,                0.42157,                 1.0964,                0.94621,                0.95105,                0.96284,                0.82331,                 0.6257,                 0.3678,                 1.1983,              0.0079012,              0.0079012,              0.0079012
                    215,                0.58338,                0.42259,                 1.0971,                 0.9495,                 0.9472,                0.96209,                0.82273,                0.62164,                0.36814,                 1.1959,              0.0078913,              0.0078913,              0.0078913
                    216,                0.58427,                0.42944,                 1.1077,                0.94822,                0.94612,                 0.9621,                0.81811,                 0.6225,                0.36623,                 1.1953,              0.0078814,              0.0078814,              0.0078814
                    217,                0.58231,                0.42633,                 1.1065,                0.94717,                0.94588,                0.96347,                0.82459,                0.62209,                0.36241,                 1.1948,              0.0078715,              0.0078715,              0.0078715
                    218,                 0.5797,                0.42558,                 1.1089,                0.93233,                0.95163,                0.96408,                0.82364,                0.62017,                0.35909,                 1.1945,              0.0078616,              0.0078616,              0.0078616
                    219,                0.57696,                0.42173,                  1.101,                0.94573,                0.93678,                0.96354,                0.82289,                0.62351,                0.35792,                 1.1968,              0.0078517,              0.0078517,              0.0078517
                    220,                0.56915,                0.41572,                 1.0914,                0.94699,                0.93979,                0.96408,                0.82304,                0.62121,                0.35682,                 1.1939,              0.0078418,              0.0078418,              0.0078418
                    221,                0.56986,                0.42105,                 1.0988,                0.94811,                0.94858,                0.96549,                0.82759,                 0.6202,                0.35601,                 1.1929,              0.0078319,              0.0078319,              0.0078319
                    222,                0.57548,                 0.4214,                 1.0988,                0.95457,                0.95176,                  0.965,                0.82712,                 0.6205,                0.35877,                 1.1918,               0.007822,               0.007822,               0.007822
                    223,                0.57888,                0.41914,                 1.1024,                0.95077,                0.94651,                0.96544,                0.82313,                0.61984,                0.36014,                 1.1936,              0.0078121,              0.0078121,              0.0078121
                    224,                0.58432,                0.42313,                 1.1055,                0.94922,                0.94668,                0.96484,                0.82561,                0.61635,                0.35841,                 1.1908,              0.0078022,              0.0078022,              0.0078022
                    225,                0.58011,                0.42745,                 1.1054,                0.94719,                0.94238,                 0.9641,                0.82674,                0.61404,                0.35788,                 1.1874,              0.0077923,              0.0077923,              0.0077923
                    226,                0.58335,                0.42754,                 1.1057,                0.94417,                0.94195,                0.96285,                0.82943,                 0.6128,                 0.3557,                 1.1864,              0.0077824,              0.0077824,              0.0077824
                    227,                0.59469,                0.44151,                 1.1168,                0.94423,                 0.9484,                0.96544,                0.83002,                0.61212,                0.35398,                 1.1859,              0.0077725,              0.0077725,              0.0077725
                    228,                  0.575,                0.42087,                 1.1009,                0.94529,                  0.947,                 0.9656,                0.82915,                0.61081,                0.35351,                 1.1849,              0.0077626,              0.0077626,              0.0077626
                    229,                0.56506,                0.41466,                 1.0957,                 0.9458,                0.94288,                 0.9648,                0.82738,                0.60676,                0.35355,                 1.1806,              0.0077527,              0.0077527,              0.0077527
                    230,                0.56407,                0.41117,                  1.084,                 0.9468,                0.94756,                0.96729,                0.83322,                0.60468,                0.35653,                 1.1808,              0.0077428,              0.0077428,              0.0077428
                    231,                0.57118,                0.41649,                 1.0972,                 0.9494,                0.94612,                0.96689,                0.83326,                0.60447,                0.35641,                 1.1829,              0.0077329,              0.0077329,              0.0077329
                    232,                0.56799,                0.40789,                 1.0959,                0.94845,                0.94103,                0.96771,                0.83148,                0.60321,                0.35337,                 1.1808,               0.007723,               0.007723,               0.007723
                    233,                0.56619,                0.41246,                 1.0912,                0.94919,                0.94502,                0.96673,                0.83098,                0.60474,                0.35521,                 1.1825,              0.0077131,              0.0077131,              0.0077131
                    234,                0.57296,                0.42366,                 1.1036,                0.94311,                0.95045,                0.96721,                0.83257,                0.60449,                0.35495,                 1.1821,              0.0077032,              0.0077032,              0.0077032
                    235,                0.57815,                0.42063,                 1.1005,                0.94777,                0.95289,                0.96711,                0.83498,                0.60591,                0.35322,                 1.1835,              0.0076933,              0.0076933,              0.0076933
                    236,                0.57552,                0.41684,                 1.1002,                0.94949,                0.95298,                0.96612,                0.83496,                0.60212,                0.35002,                 1.1801,              0.0076834,              0.0076834,              0.0076834
                    237,                 0.5654,                0.41107,                 1.0894,                0.95088,                 0.9493,                0.96511,                  0.835,                0.59856,                0.34921,                 1.1765,              0.0076735,              0.0076735,              0.0076735
                    238,                0.58392,                0.42437,                 1.1027,                 0.9541,                0.94904,                0.96652,                 0.8346,                0.59581,                0.34782,                 1.1749,              0.0076636,              0.0076636,              0.0076636
                    239,                0.56957,                0.41919,                 1.0984,                0.95241,                0.94833,                0.96611,                0.83625,                0.59848,                 0.3487,                 1.1769,              0.0076537,              0.0076537,              0.0076537
                    240,                0.57481,                0.41886,                 1.0972,                0.95371,                0.94571,                0.96563,                0.83587,                0.60109,                 0.3521,                 1.1787,              0.0076438,              0.0076438,              0.0076438
                    241,                0.57048,                0.41762,                    1.1,                0.95524,                0.94716,                0.96609,                0.83315,                0.60124,                0.35418,                 1.1778,              0.0076339,              0.0076339,              0.0076339
                    242,                 0.5685,                0.41464,                 1.0962,                0.96026,                0.94363,                0.96579,                0.83561,                0.59878,                0.35429,                 1.1764,               0.007624,               0.007624,               0.007624
                    243,                0.56655,                 0.4172,                  1.098,                0.96277,                0.94428,                0.96569,                0.83599,                0.59993,                0.35656,                 1.1773,              0.0076141,              0.0076141,              0.0076141
                    244,                0.56523,                0.41753,                 1.0874,                0.96325,                0.94244,                0.96694,                0.83659,                 0.5994,                0.35409,                 1.1761,              0.0076042,              0.0076042,              0.0076042
                    245,                0.56507,                0.41523,                 1.0889,                0.96034,                 0.9442,                 0.9667,                0.83987,                0.59923,                0.35585,                  1.176,              0.0075943,              0.0075943,              0.0075943
                    246,                0.57099,                0.41427,                 1.0974,                0.95963,                0.94297,                0.96692,                0.83878,                0.59982,                0.35622,                 1.1766,              0.0075844,              0.0075844,              0.0075844
                    247,                0.55281,                 0.4027,                 1.0826,                 0.9578,                0.94278,                0.96699,                0.83934,                0.60126,                0.35792,                 1.1782,              0.0075745,              0.0075745,              0.0075745
                    248,                0.57081,                0.41776,                 1.0996,                0.95435,                0.94491,                0.96751,                0.83847,                0.59987,                0.35666,                 1.1787,              0.0075646,              0.0075646,              0.0075646
                    249,                0.56032,                0.40019,                 1.0897,                0.95395,                 0.9448,                0.96695,                0.83835,                0.59762,                0.35425,                 1.1761,              0.0075547,              0.0075547,              0.0075547
                    250,                  0.551,                0.40554,                 1.0816,                0.95321,                0.94568,                0.96733,                0.83971,                0.59491,                0.35244,                 1.1738,              0.0075448,              0.0075448,              0.0075448
                    251,                0.55818,                0.40348,                 1.0909,                0.95357,                0.94455,                0.96739,                 0.8376,                 0.5945,                0.35169,                  1.175,              0.0075349,              0.0075349,              0.0075349
                    252,                0.56535,                0.42331,                  1.096,                0.95391,                 0.9425,                 0.9671,                0.83737,                0.59313,                0.35016,                 1.1748,               0.007525,               0.007525,               0.007525
                    253,                0.56884,                0.41858,                  1.096,                0.95809,                0.94179,                0.96653,                0.83773,                 0.5945,                0.35219,                  1.176,              0.0075151,              0.0075151,              0.0075151
                    254,                0.56195,                0.41207,                 1.0963,                0.95163,                0.94244,                0.96749,                0.83988,                0.59552,                0.35029,                 1.1771,              0.0075052,              0.0075052,              0.0075052
                    255,                0.55644,                 0.4127,                 1.0821,                0.95329,                0.94423,                0.96678,                0.83686,                0.59387,                0.35018,                 1.1763,              0.0074953,              0.0074953,              0.0074953
                    256,                0.55682,                0.40962,                 1.0845,                0.95281,                0.93812,                0.96591,                0.83715,                0.59384,                0.35043,                 1.1771,              0.0074854,              0.0074854,              0.0074854
                    257,                0.55685,                0.41175,                 1.0841,                0.94927,                0.94333,                 0.9658,                0.83705,                0.59416,                0.35035,                 1.1779,              0.0074755,              0.0074755,              0.0074755
                    258,                0.55406,                0.40233,                  1.088,                0.94472,                0.94696,                 0.9655,                0.83569,                0.59445,                0.34916,                 1.1778,              0.0074656,              0.0074656,              0.0074656
                    259,                0.55286,                0.40808,                 1.0905,                0.94482,                0.94531,                0.96537,                0.83914,                0.59373,                0.34994,                 1.1776,              0.0074557,              0.0074557,              0.0074557
                    260,                0.55808,                 0.4078,                 1.0872,                0.94418,                0.94783,                0.96551,                0.84034,                0.59324,                0.34929,                 1.1775,              0.0074458,              0.0074458,              0.0074458
                    261,                0.55491,                0.40171,                 1.0873,                0.94709,                0.94627,                0.96644,                   0.84,                0.59563,                0.34857,                 1.1795,              0.0074359,              0.0074359,              0.0074359
                    262,                0.55151,                0.39902,                 1.0832,                 0.9501,                 0.9448,                0.96529,                0.84149,                0.59563,                0.34849,                 1.1792,               0.007426,               0.007426,               0.007426
                    263,                0.55747,                 0.4048,                 1.0933,                0.94916,                0.94813,                0.96497,                0.83969,                0.59538,                0.34845,                 1.1789,              0.0074161,              0.0074161,              0.0074161
                    264,                0.55782,                 0.4018,                 1.0881,                0.94735,                0.94902,                0.96527,                0.83966,                0.59477,                0.34921,                 1.1792,              0.0074062,              0.0074062,              0.0074062
                    265,                0.54811,                0.40191,                 1.0856,                0.95167,                0.94822,                0.96503,                 0.8433,                 0.5943,                 0.3482,                 1.1792,              0.0073963,              0.0073963,              0.0073963
                    266,                0.55496,                0.40438,                 1.0873,                0.94811,                0.94869,                0.96537,                0.84221,                0.59386,                0.34832,                 1.1786,              0.0073864,              0.0073864,              0.0073864
                    267,                 0.5468,                0.39574,                 1.0794,                0.94752,                0.94869,                0.96628,                 0.8401,                0.59536,                0.34733,                 1.1796,              0.0073765,              0.0073765,              0.0073765
                    268,                0.55375,                0.39818,                 1.0883,                0.94824,                0.95184,                0.96557,                0.83987,                 0.5958,                0.34779,                 1.1804,              0.0073666,              0.0073666,              0.0073666
                    269,                0.55752,                 0.4137,                 1.0813,                0.94972,                0.95141,                0.96495,                0.83968,                0.59623,                0.34836,                 1.1806,              0.0073567,              0.0073567,              0.0073567
                    270,                0.54946,                0.40162,                 1.0808,                0.94892,                 0.9478,                0.96426,                0.83681,                0.59595,                0.35057,                   1.18,              0.0073468,              0.0073468,              0.0073468
                    271,                0.55353,                0.40605,                 1.0869,                0.95129,                0.94765,                0.96491,                0.83987,                0.59578,                0.34968,                 1.1797,              0.0073369,              0.0073369,              0.0073369
                    272,                0.55152,                 0.4045,                 1.0863,                0.95106,                0.94655,                0.96533,                0.83824,                 0.5956,                0.34779,                 1.1794,               0.007327,               0.007327,               0.007327
                    273,                0.54792,                 0.4069,                 1.0902,                0.95238,                0.94662,                0.96594,                0.83995,                 0.5966,                0.34774,                 1.1792,              0.0073171,              0.0073171,              0.0073171
                    274,                0.54883,                0.40347,                 1.0844,                0.95571,                0.94257,                 0.9663,                0.84184,                0.59835,                 0.3485,                 1.1807,              0.0073072,              0.0073072,              0.0073072
                    275,                0.53858,                0.39313,                 1.0792,                0.95524,                0.94246,                0.96699,                0.84365,                0.59839,                0.34747,                 1.1798,              0.0072973,              0.0072973,              0.0072973
                    276,                0.55402,                0.40452,                 1.0903,                0.95485,                0.94322,                0.96756,                0.84352,                0.59859,                0.34712,                 1.1804,              0.0072874,              0.0072874,              0.0072874
                    277,                 0.5447,                0.39918,                 1.0755,                0.95153,                0.94506,                0.96701,                0.84439,                0.59917,                 0.3474,                 1.1807,              0.0072775,              0.0072775,              0.0072775
                    278,                0.55622,                0.39653,                 1.0948,                0.94924,                0.94368,                0.96663,                0.84295,                0.59885,                0.34679,                 1.1814,              0.0072676,              0.0072676,              0.0072676
                    279,                0.54575,                0.40461,                 1.0837,                0.94767,                0.94509,                0.96657,                0.84297,                 0.5996,                0.34696,                 1.1821,              0.0072577,              0.0072577,              0.0072577
                    280,                0.54482,                0.40381,                 1.0811,                0.94937,                 0.9453,                0.96669,                0.84365,                0.59889,                0.34754,                 1.1816,              0.0072478,              0.0072478,              0.0072478
                    281,                0.53989,                0.39567,                 1.0732,                0.95127,                0.94392,                0.96562,                0.84196,                0.59944,                0.34767,                 1.1823,              0.0072379,              0.0072379,              0.0072379
                    282,                0.54623,                0.39822,                 1.0823,                 0.9458,                 0.9482,                0.96605,                0.84035,                0.59983,                0.34773,                 1.1832,               0.007228,               0.007228,               0.007228
                    283,                0.54734,                0.40413,                 1.0848,                0.94613,                0.94609,                0.96554,                0.84064,                0.60042,                0.34754,                  1.184,              0.0072181,              0.0072181,              0.0072181
                    284,                 0.5551,                0.40292,                 1.0866,                0.94498,                0.94697,                0.96611,                0.84061,                0.60001,                0.34753,                  1.184,              0.0072082,              0.0072082,              0.0072082
                    285,                 0.5563,                0.40709,                 1.0895,                0.94239,                0.94768,                0.96602,                0.84278,                0.59963,                0.34888,                  1.184,              0.0071983,              0.0071983,              0.0071983
                    286,                0.55201,                0.40266,                 1.0883,                 0.9378,                 0.9517,                0.96608,                0.84244,                0.59963,                0.34949,                 1.1843,              0.0071884,              0.0071884,              0.0071884
                    287,                0.54427,                0.39405,                 1.0754,                0.93858,                0.95333,                0.96599,                0.84234,                0.59996,                0.34886,                 1.1841,              0.0071785,              0.0071785,              0.0071785
                    288,                0.53936,                0.39901,                 1.0758,                0.93786,                0.95426,                0.96585,                0.84156,                0.59996,                0.34973,                 1.1843,              0.0071686,              0.0071686,              0.0071686
                    289,                 0.5505,                0.40384,                 1.0835,                0.93772,                0.95352,                0.96606,                0.84294,                0.60015,                0.34893,                 1.1848,              0.0071587,              0.0071587,              0.0071587
                    290,                 0.5518,                 0.4043,                 1.0887,                0.93696,                0.95406,                0.96622,                0.84357,                0.60023,                0.34888,                 1.1854,              0.0071488,              0.0071488,              0.0071488
                    291,                0.54153,                0.39596,                 1.0745,                0.93795,                0.95398,                 0.9666,                 0.8426,                0.59991,                0.34879,                 1.1852,              0.0071389,              0.0071389,              0.0071389
                    292,                0.53772,                0.38685,                 1.0746,                0.93921,                 0.9539,                0.96698,                0.84304,                0.59993,                0.34733,                 1.1854,               0.007129,               0.007129,               0.007129
                    293,                0.54544,                0.39006,                 1.0814,                 0.9432,                0.95148,                0.96632,                0.84347,                0.59936,                0.34564,                 1.1849,              0.0071191,              0.0071191,              0.0071191
                    294,                0.54338,                0.38627,                 1.0841,                0.94152,                0.95298,                0.96594,                0.84206,                0.59977,                0.34702,                 1.1859,              0.0071092,              0.0071092,              0.0071092
                    295,                0.54453,                0.39312,                 1.0796,                0.94238,                 0.9477,                0.96584,                0.84239,                0.59925,                0.34692,                 1.1856,              0.0070993,              0.0070993,              0.0070993
                    296,                0.53166,                0.38578,                  1.071,                0.93913,                0.95435,                0.96579,                 0.8429,                0.59966,                0.34646,                  1.186,              0.0070894,              0.0070894,              0.0070894
                    297,                0.53362,                0.38295,                 1.0751,                0.94138,                 0.9552,                0.96635,                0.84244,                0.59899,                0.34574,                 1.1853,              0.0070795,              0.0070795,              0.0070795
                    298,                0.54479,                0.39496,                 1.0783,                0.94381,                0.95352,                0.96637,                0.84264,                0.59912,                0.34595,                 1.1856,              0.0070696,              0.0070696,              0.0070696
                    299,                0.53721,                0.39588,                 1.0765,                0.94208,                0.94713,                0.96606,                0.84241,                0.59806,                0.34556,                 1.1851,              0.0070597,              0.0070597,              0.0070597
                    300,                0.53615,                0.38399,                 1.0731,                0.94101,                0.94816,                0.96572,                0.84228,                0.59848,                0.34608,                 1.1859,              0.0070498,              0.0070498,              0.0070498
                    301,                0.52864,                0.38919,                 1.0708,                0.94151,                0.94802,                0.96563,                0.84314,                0.59872,                0.34672,                  1.186,              0.0070399,              0.0070399,              0.0070399
                    302,                0.54132,                 0.3951,                 1.0756,                0.93976,                0.95371,                0.96524,                0.84353,                0.59829,                0.34652,                 1.1856,                0.00703,                0.00703,                0.00703
                    303,                0.54483,                0.39913,                 1.0844,                0.93927,                0.95399,                0.96599,                 0.8445,                0.59819,                0.34575,                  1.185,              0.0070201,              0.0070201,              0.0070201
                    304,                 0.5412,                0.39801,                 1.0798,                0.93973,                0.95371,                0.96595,                0.84245,                0.59832,                0.34591,                 1.1853,              0.0070102,              0.0070102,              0.0070102
                    305,                0.53381,                0.38249,                 1.0735,                0.93989,                0.95344,                0.96596,                0.84301,                 0.5979,                 0.3452,                 1.1852,              0.0070003,              0.0070003,              0.0070003
                    306,                0.53829,                0.38863,                 1.0745,                0.94057,                0.95449,                0.96576,                0.84337,                0.59725,                0.34512,                 1.1851,              0.0069904,              0.0069904,              0.0069904
                    307,                0.53554,                0.39305,                 1.0769,                0.94064,                0.95472,                0.96542,                0.84269,                0.59645,                0.34434,                  1.184,              0.0069805,              0.0069805,              0.0069805
                    308,                0.54122,                0.39457,                 1.0778,                0.94147,                0.95455,                0.96543,                0.84453,                0.59577,                0.34381,                 1.1837,              0.0069706,              0.0069706,              0.0069706
                    309,                0.53296,                0.38505,                 1.0753,                 0.9424,                0.95357,                0.96563,                0.84381,                0.59564,                0.34366,                 1.1838,              0.0069607,              0.0069607,              0.0069607
                    310,                0.52923,                0.38641,                  1.071,                0.94224,                0.95251,                0.96591,                0.84428,                0.59481,                0.34262,                  1.183,              0.0069508,              0.0069508,              0.0069508
