                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    142,                 0.5254,                0.42139,                 1.0835,                0.93694,                0.94201,                0.96643,                0.81875,                0.69079,                0.35517,                 1.1972,               0.008614,               0.008614,               0.008614
                    143,                0.52995,                0.42714,                 1.0857,                0.93335,                0.94493,                0.96613,                0.81749,                0.69248,                0.35515,                 1.1984,              0.0086041,              0.0086041,              0.0086041
                    144,                0.53155,                0.42105,                 1.0882,                0.93254,                0.94796,                0.96556,                0.81713,                0.69355,                0.35593,                 1.1996,              0.0085942,              0.0085942,              0.0085942
                    145,                 0.5229,                0.41918,                 1.0814,                0.94071,                0.93768,                0.96549,                0.81731,                0.69571,                0.35633,                 1.2012,              0.0085843,              0.0085843,              0.0085843
                    146,                0.52267,                0.41534,                 1.0844,                 0.9398,                 0.9397,                0.96526,                  0.817,                0.69915,                0.35749,                 1.2026,              0.0085744,              0.0085744,              0.0085744
                    147,                0.52538,                0.41592,                 1.0809,                0.93899,                0.93992,                0.96484,                0.81612,                0.69617,                0.35594,                 1.2012,              0.0085645,              0.0085645,              0.0085645
                    148,                0.52567,                0.42292,                 1.0879,                 0.9382,                0.94163,                0.96443,                 0.8193,                0.69528,                0.35501,                 1.2001,              0.0085546,              0.0085546,              0.0085546
                    149,                0.52171,                 0.4157,                 1.0813,                0.93734,                0.94306,                0.96442,                0.81917,                0.69507,                  0.355,                 1.2004,              0.0085447,              0.0085447,              0.0085447
                    150,                 0.5271,                0.41241,                 1.0855,                0.94038,                0.94551,                0.96534,                0.81854,                0.69707,                0.35513,                 1.2018,              0.0085348,              0.0085348,              0.0085348
                    151,                0.52335,                0.42218,                 1.0797,                0.93784,                0.94503,                0.96568,                0.81826,                0.69904,                0.35609,                  1.203,              0.0085249,              0.0085249,              0.0085249
                    152,                0.51419,                0.41564,                 1.0767,                0.93526,                0.94753,                0.96544,                0.81993,                0.69855,                0.35593,                 1.2022,               0.008515,               0.008515,               0.008515
                    153,                 0.5205,                0.41592,                 1.0816,                0.94968,                0.93266,                0.96455,                0.81857,                0.69677,                0.35637,                 1.2007,              0.0085051,              0.0085051,              0.0085051
                    154,                0.52296,                0.41537,                 1.0799,                0.94973,                0.93175,                0.96456,                0.82055,                0.69568,                0.35486,                 1.1997,              0.0084952,              0.0084952,              0.0084952
                    155,                0.52418,                0.41621,                 1.0841,                0.94874,                 0.9314,                 0.9642,                0.81985,                0.69569,                0.35462,                 1.1998,              0.0084853,              0.0084853,              0.0084853
                    156,                0.52136,                0.40917,                 1.0735,                0.94836,                0.93178,                0.96453,                0.82072,                 0.6951,                0.35467,                 1.1992,              0.0084754,              0.0084754,              0.0084754
                    157,                0.51607,                 0.4141,                  1.078,                0.95186,                0.92887,                 0.9647,                0.82028,                0.69376,                0.35203,                 1.1983,              0.0084655,              0.0084655,              0.0084655
                    158,                0.51346,                0.41127,                 1.0793,                0.95252,                0.93084,                0.96558,                0.82069,                0.69282,                0.35225,                 1.1978,              0.0084556,              0.0084556,              0.0084556
                    159,                0.53018,                 0.4191,                 1.0862,                0.95259,                0.93152,                0.96547,                0.81974,                0.69265,                0.34954,                 1.1975,              0.0084457,              0.0084457,              0.0084457
                    160,                0.51462,                0.41384,                 1.0788,                0.95097,                0.93174,                0.96475,                0.81976,                0.69287,                 0.3497,                 1.1977,              0.0084358,              0.0084358,              0.0084358
                    161,                0.51746,                0.40961,                 1.0769,                0.95201,                0.93092,                0.96572,                0.82056,                0.69261,                 0.3505,                 1.1972,              0.0084259,              0.0084259,              0.0084259
                    162,                0.51832,                0.41647,                 1.0764,                0.93791,                0.94778,                0.96628,                0.82032,                0.69197,                0.34967,                 1.1966,               0.008416,               0.008416,               0.008416
                    163,                0.51225,                0.40921,                 1.0753,                0.93679,                0.94477,                0.96585,                0.81996,                0.69271,                0.35026,                  1.197,              0.0084061,              0.0084061,              0.0084061
                    164,                0.52352,                0.41669,                 1.0824,                0.93885,                0.94478,                0.96675,                0.81937,                0.69129,                0.35085,                 1.1961,              0.0083962,              0.0083962,              0.0083962
                    165,                0.51406,                0.41011,                 1.0766,                0.95529,                0.92882,                0.96667,                0.81932,                0.69015,                0.35107,                 1.1951,              0.0083863,              0.0083863,              0.0083863
                    166,                0.51665,                0.41401,                 1.0782,                0.93935,                0.94655,                0.96698,                0.81956,                0.68954,                0.35103,                 1.1941,              0.0083764,              0.0083764,              0.0083764
                    167,                0.51627,                0.41021,                 1.0785,                0.93654,                0.94888,                0.96684,                 0.8188,                0.68881,                0.35146,                 1.1938,              0.0083665,              0.0083665,              0.0083665
                    168,                0.51667,                0.41086,                 1.0774,                0.93744,                0.94947,                0.96717,                0.82086,                0.68836,                0.35067,                 1.1939,              0.0083566,              0.0083566,              0.0083566
                    169,                0.51219,                0.41004,                 1.0738,                0.93725,                0.94909,                0.96738,                0.82063,                0.68817,                0.35016,                 1.1933,              0.0083467,              0.0083467,              0.0083467
                    170,                0.50789,                0.41107,                 1.0704,                0.93994,                0.94794,                0.96713,                0.81975,                0.68812,                0.34982,                  1.193,              0.0083368,              0.0083368,              0.0083368
                    171,                0.51804,                0.40513,                 1.0762,                0.94504,                0.94307,                0.96704,                0.82035,                0.68731,                0.34987,                 1.1927,              0.0083269,              0.0083269,              0.0083269
                    172,                0.50842,                0.40376,                 1.0712,                0.94678,                 0.9419,                0.96703,                0.81886,                0.68677,                0.35024,                 1.1927,               0.008317,               0.008317,               0.008317
                    173,                 0.5085,                0.40561,                 1.0692,                0.94695,                 0.9421,                0.96685,                0.81942,                0.68668,                0.34964,                 1.1927,              0.0083071,              0.0083071,              0.0083071
                    174,                0.51486,                0.41131,                 1.0802,                0.94711,                 0.9433,                0.96721,                0.82025,                0.68722,                0.34984,                 1.1928,              0.0082972,              0.0082972,              0.0082972
                    175,                0.50652,                0.40646,                 1.0769,                0.94685,                0.94481,                0.96723,                0.82262,                0.68703,                0.34871,                 1.1925,              0.0082873,              0.0082873,              0.0082873
                    176,                0.50575,                0.39823,                  1.071,                0.94785,                0.94491,                0.96714,                 0.8209,                0.68741,                0.34963,                 1.1928,              0.0082774,              0.0082774,              0.0082774
                    177,                0.51439,                0.40385,                 1.0742,                0.94736,                0.94491,                0.96717,                0.82099,                 0.6877,                0.34878,                 1.1925,              0.0082675,              0.0082675,              0.0082675
                    178,                0.50652,                0.40455,                 1.0688,                0.94722,                0.94672,                 0.9671,                0.82228,                0.68781,                0.34907,                 1.1925,              0.0082576,              0.0082576,              0.0082576
                    179,                0.51113,                0.40637,                 1.0704,                0.94732,                0.94567,                0.96726,                0.82284,                0.68787,                0.34836,                 1.1919,              0.0082477,              0.0082477,              0.0082477
                    180,                0.50679,                0.40159,                 1.0698,                0.94631,                0.94663,                0.96757,                0.82338,                0.68749,                0.34896,                 1.1914,              0.0082378,              0.0082378,              0.0082378
                    181,                0.51045,                0.40541,                 1.0761,                0.94495,                0.94668,                0.96762,                0.82301,                0.68748,                0.34881,                  1.192,              0.0082279,              0.0082279,              0.0082279
                    182,                0.50695,                0.40799,                 1.0713,                 0.9464,                0.94617,                0.96756,                0.82327,                0.68759,                0.34912,                 1.1918,               0.008218,               0.008218,               0.008218
                    183,                0.51611,                0.40696,                 1.0759,                0.94775,                0.94751,                0.96758,                0.82327,                0.68748,                0.34885,                 1.1919,              0.0082081,              0.0082081,              0.0082081
                    184,                0.50901,                0.40086,                 1.0716,                0.94809,                0.94826,                0.96769,                0.82349,                 0.6868,                0.34895,                 1.1919,              0.0081982,              0.0081982,              0.0081982
                    185,                0.51463,                0.40395,                 1.0754,                0.94713,                 0.9484,                0.96774,                0.82311,                0.68732,                0.34846,                 1.1927,              0.0081883,              0.0081883,              0.0081883
                    186,                0.50851,                0.40168,                 1.0715,                0.94565,                0.94665,                0.96831,                 0.8243,                0.68685,                0.34784,                 1.1927,              0.0081784,              0.0081784,              0.0081784
                    187,                0.50945,                0.39901,                 1.0715,                0.94569,                0.94598,                0.96827,                0.82373,                0.68643,                0.34803,                 1.1923,              0.0081685,              0.0081685,              0.0081685
                    188,                0.50047,                0.39601,                 1.0666,                0.94846,                0.94316,                0.96815,                0.82371,                0.68575,                0.34766,                 1.1912,              0.0081586,              0.0081586,              0.0081586
                    189,                0.50286,                0.40391,                  1.069,                0.94788,                0.93924,                0.96774,                0.82462,                 0.6857,                0.34815,                 1.1912,              0.0081487,              0.0081487,              0.0081487
                    190,                0.50693,                0.40058,                 1.0702,                0.94827,                0.93927,                0.96784,                0.82332,                0.68519,                0.34849,                 1.1901,              0.0081388,              0.0081388,              0.0081388
                    191,                0.50448,                0.39582,                 1.0693,                0.94827,                0.94014,                0.96737,                 0.8233,                0.68465,                0.34836,                 1.1895,              0.0081289,              0.0081289,              0.0081289
                    192,                0.50408,                 0.3993,                 1.0687,                 0.9446,                0.94366,                0.96736,                0.82311,                0.68416,                0.34863,                  1.189,               0.008119,               0.008119,               0.008119
                    193,                0.50165,                0.39943,                 1.0653,                0.94527,                0.94535,                0.96729,                 0.8232,                0.68387,                0.34863,                 1.1885,              0.0081091,              0.0081091,              0.0081091
                    194,                 0.5024,                0.39878,                 1.0671,                0.94163,                0.94593,                0.96694,                0.82389,                0.68449,                0.34941,                 1.1889,              0.0080992,              0.0080992,              0.0080992
                    195,                0.50724,                0.39927,                 1.0748,                0.94041,                0.94712,                0.96665,                 0.8234,                0.68478,                0.34956,                 1.1888,              0.0080893,              0.0080893,              0.0080893
                    196,                0.50671,                0.40181,                 1.0698,                0.93985,                0.94847,                0.96725,                0.82376,                 0.6846,                 0.3493,                 1.1888,              0.0080794,              0.0080794,              0.0080794
                    197,                0.49938,                0.39401,                 1.0669,                0.93878,                0.94756,                0.96662,                0.82227,                0.68449,                0.34858,                 1.1883,              0.0080695,              0.0080695,              0.0080695
                    198,                0.50764,                0.40046,                  1.073,                0.93908,                 0.9483,                0.96642,                0.82418,                0.68451,                0.34782,                 1.1882,              0.0080596,              0.0080596,              0.0080596
                    199,                0.50772,                0.39638,                 1.0697,                0.93911,                0.94835,                0.96654,                 0.8239,                0.68477,                0.34771,                 1.1885,              0.0080497,              0.0080497,              0.0080497
                    200,                0.50656,                0.40332,                 1.0763,                0.93979,                0.94916,                0.96705,                0.82352,                0.68466,                0.34741,                 1.1883,              0.0080398,              0.0080398,              0.0080398
                    201,                0.50823,                0.40115,                 1.0706,                0.94031,                0.94972,                0.96733,                0.82383,                0.68431,                0.34733,                 1.1883,              0.0080299,              0.0080299,              0.0080299
                    202,                0.49889,                0.38865,                 1.0631,                0.94016,                0.94962,                0.96702,                0.82342,                0.68421,                0.34668,                 1.1883,                0.00802,                0.00802,                0.00802
                    203,                0.49487,                 0.3893,                 1.0616,                0.94043,                0.94973,                 0.9672,                0.82315,                0.68448,                0.34699,                 1.1886,              0.0080101,              0.0080101,              0.0080101
                    204,                0.50082,                0.40226,                 1.0673,                0.94024,                0.94962,                0.96727,                0.82275,                0.68527,                0.34768,                  1.189,              0.0080002,              0.0080002,              0.0080002
                    205,                0.50341,                 0.3988,                 1.0659,                0.94002,                 0.9495,                0.96701,                0.82289,                 0.6851,                0.34743,                 1.1888,              0.0079903,              0.0079903,              0.0079903
                    206,                0.49663,                0.39008,                  1.063,                 0.9409,                0.94921,                0.96705,                0.82359,                 0.6847,                0.34714,                 1.1887,              0.0079804,              0.0079804,              0.0079804
                    207,                0.49319,                0.39327,                 1.0648,                0.93993,                0.94931,                0.96697,                0.82271,                0.68509,                0.34808,                 1.1888,              0.0079705,              0.0079705,              0.0079705
                    208,                0.50647,                0.39692,                 1.0727,                 0.9397,                0.94923,                0.96714,                0.82396,                 0.6853,                0.34798,                 1.1892,              0.0079606,              0.0079606,              0.0079606
                    209,                 0.4994,                0.39526,                 1.0608,                0.93984,                0.94948,                0.96716,                0.82396,                0.68533,                0.34779,                 1.1891,              0.0079507,              0.0079507,              0.0079507
                    210,                0.50549,                0.39747,                 1.0732,                0.93981,                0.94881,                0.96712,                0.82355,                0.68513,                0.34783,                  1.189,              0.0079408,              0.0079408,              0.0079408
                    211,                0.50281,                0.39256,                 1.0666,                0.93977,                0.94833,                0.96715,                0.82357,                0.68534,                0.34824,                  1.189,              0.0079309,              0.0079309,              0.0079309
                    212,                0.49228,                0.39058,                 1.0577,                0.94012,                0.94738,                0.96726,                0.82352,                0.68552,                0.34851,                 1.1891,               0.007921,               0.007921,               0.007921
                    213,                0.50219,                0.39577,                 1.0692,                0.94027,                0.94703,                0.96741,                0.82379,                 0.6852,                0.34814,                  1.189,              0.0079111,              0.0079111,              0.0079111
                    214,                0.49419,                  0.392,                 1.0618,                0.94043,                0.94677,                0.96693,                0.82359,                0.68486,                0.34796,                  1.189,              0.0079012,              0.0079012,              0.0079012
                    215,                0.49746,                0.39142,                 1.0619,                0.94029,                 0.9471,                0.96725,                0.82483,                0.68461,                0.34779,                 1.1888,              0.0078913,              0.0078913,              0.0078913
                    216,                0.49994,                0.39526,                 1.0651,                0.94039,                0.94716,                0.96732,                0.82493,                0.68454,                0.34756,                  1.189,              0.0078814,              0.0078814,              0.0078814
                    217,                0.49218,                0.39291,                 1.0582,                0.94033,                 0.9474,                0.96712,                0.82587,                0.68449,                0.34823,                  1.189,              0.0078715,              0.0078715,              0.0078715
                    218,                0.49916,                0.39394,                 1.0653,                0.94034,                 0.9473,                 0.9672,                0.82419,                 0.6843,                0.34798,                 1.1889,              0.0078616,              0.0078616,              0.0078616
                    219,                 0.4964,                 0.3935,                 1.0649,                0.94026,                0.94713,                0.96716,                0.82488,                0.68442,                0.34744,                 1.1888,              0.0078517,              0.0078517,              0.0078517
                    220,                0.49285,                0.38711,                 1.0586,                0.94042,                0.94718,                0.96702,                0.82462,                0.68443,                0.34704,                 1.1891,              0.0078418,              0.0078418,              0.0078418
                    221,                0.49493,                 0.3899,                 1.0647,                0.94059,                0.94625,                0.96701,                0.82488,                 0.6841,                0.34665,                 1.1889,              0.0078319,              0.0078319,              0.0078319
                    222,                0.48946,                0.38928,                 1.0584,                0.94012,                0.94712,                0.96682,                0.82458,                0.68417,                0.34607,                  1.189,               0.007822,               0.007822,               0.007822
                    223,                0.50244,                0.39383,                 1.0694,                0.94176,                0.94511,                0.96673,                0.82441,                0.68417,                 0.3468,                 1.1892,              0.0078121,              0.0078121,              0.0078121
                    224,                0.49273,                0.38779,                 1.0664,                0.94361,                0.94563,                 0.9668,                0.82596,                0.68354,                0.34692,                 1.1888,              0.0078022,              0.0078022,              0.0078022
                    225,                0.49427,                0.39087,                 1.0589,                0.94104,                0.94654,                0.96686,                0.82612,                0.68316,                0.34701,                 1.1887,              0.0077923,              0.0077923,              0.0077923
                    226,                0.50077,                0.39112,                 1.0631,                0.94111,                0.94463,                0.96681,                0.82575,                0.68307,                0.34688,                 1.1886,              0.0077824,              0.0077824,              0.0077824
                    227,                0.48798,                0.38232,                  1.062,                0.94096,                0.94446,                0.96679,                0.82516,                0.68296,                0.34624,                 1.1886,              0.0077725,              0.0077725,              0.0077725
                    228,                 0.4906,                0.39343,                 1.0611,                0.93795,                0.94598,                0.96629,                0.82499,                0.68231,                0.34614,                 1.1879,              0.0077626,              0.0077626,              0.0077626
                    229,                0.48938,                0.38328,                 1.0604,                0.94106,                0.94585,                 0.9667,                0.82583,                  0.682,                0.34609,                 1.1879,              0.0077527,              0.0077527,              0.0077527
                    230,                0.49051,                0.38815,                 1.0618,                0.94552,                0.93896,                0.96652,                0.82533,                0.68238,                0.34572,                 1.1881,              0.0077428,              0.0077428,              0.0077428
                    231,                0.49485,                0.39234,                 1.0623,                0.94745,                0.93545,                0.96634,                0.82643,                0.68204,                0.34592,                 1.1883,              0.0077329,              0.0077329,              0.0077329
                    232,                 0.4973,                0.38819,                 1.0632,                 0.9471,                 0.9381,                0.96672,                0.82555,                0.68238,                0.34623,                 1.1888,               0.007723,               0.007723,               0.007723
                    233,                0.49192,                0.38699,                  1.065,                0.94771,                0.93954,                0.96681,                0.82558,                0.68203,                0.34617,                 1.1886,              0.0077131,              0.0077131,              0.0077131
                    234,                0.49394,                0.39124,                 1.0641,                0.94698,                0.93952,                0.96646,                 0.8257,                0.68179,                0.34612,                 1.1884,              0.0077032,              0.0077032,              0.0077032
                    235,                0.48775,                0.38434,                 1.0572,                0.94701,                0.94021,                0.96643,                0.82592,                0.68187,                0.34577,                 1.1886,              0.0076933,              0.0076933,              0.0076933
                    236,                0.48849,                 0.3801,                 1.0587,                 0.9466,                0.93964,                0.96621,                0.82559,                0.68186,                0.34569,                 1.1888,              0.0076834,              0.0076834,              0.0076834
                    237,                0.48609,                0.38075,                 1.0536,                0.94694,                0.94092,                0.96667,                0.82605,                0.68178,                0.34539,                 1.1887,              0.0076735,              0.0076735,              0.0076735
                    238,                0.49142,                0.38704,                 1.0627,                0.94644,                0.94223,                0.96666,                0.82642,                0.68158,                0.34556,                  1.189,              0.0076636,              0.0076636,              0.0076636
                    239,                0.48469,                0.38309,                 1.0583,                0.94622,                0.94213,                0.96667,                0.82732,                0.68154,                0.34591,                 1.1889,              0.0076537,              0.0076537,              0.0076537
                    240,                0.48474,                0.39085,                 1.0579,                0.94693,                0.93898,                0.96641,                0.82622,                0.68139,                0.34583,                 1.1891,              0.0076438,              0.0076438,              0.0076438
                    241,                0.48958,                0.38272,                 1.0608,                 0.9515,                0.93521,                0.96672,                 0.8282,                0.68099,                0.34568,                 1.1888,              0.0076339,              0.0076339,              0.0076339
                    242,                0.48727,                0.38177,                 1.0585,                0.95188,                0.93535,                0.96666,                0.82725,                0.68097,                 0.3456,                 1.1888,               0.007624,               0.007624,               0.007624
                    243,                0.48997,                0.38689,                 1.0576,                0.95205,                0.93556,                0.96658,                0.82726,                0.68136,                0.34588,                 1.1891,              0.0076141,              0.0076141,              0.0076141
                    244,                0.48804,                0.38776,                 1.0615,                0.95205,                0.93562,                0.96656,                0.82756,                0.68118,                0.34617,                 1.1892,              0.0076042,              0.0076042,              0.0076042
                    245,                0.48153,                0.38092,                 1.0518,                0.95247,                0.93477,                0.96642,                0.82795,                0.68124,                0.34618,                 1.1892,              0.0075943,              0.0075943,              0.0075943
                    246,                0.48803,                0.38099,                 1.0625,                0.95227,                0.93494,                0.96646,                  0.828,                0.68096,                0.34599,                 1.1889,              0.0075844,              0.0075844,              0.0075844
                    247,                0.48459,                0.37998,                 1.0588,                0.95345,                0.93565,                0.96647,                0.82818,                0.68087,                 0.3464,                 1.1888,              0.0075745,              0.0075745,              0.0075745
                    248,                0.48754,                0.38113,                 1.0624,                0.95278,                0.93572,                0.96644,                0.82811,                 0.6804,                0.34635,                 1.1885,              0.0075646,              0.0075646,              0.0075646
                    249,                0.48553,                0.38148,                 1.0554,                0.95232,                0.93611,                0.96642,                0.82702,                0.67999,                0.34657,                 1.1884,              0.0075547,              0.0075547,              0.0075547
                    250,                0.48735,                0.38402,                 1.0589,                0.95232,                0.93631,                0.96644,                0.82664,                0.68026,                0.34655,                 1.1882,              0.0075448,              0.0075448,              0.0075448
                    251,                 0.4929,                0.38665,                 1.0632,                0.95253,                0.93615,                0.96653,                0.82703,                 0.6796,                0.34676,                 1.1876,              0.0075349,              0.0075349,              0.0075349
                    252,                0.48499,                0.37954,                 1.0533,                0.95318,                0.93586,                 0.9664,                0.82695,                 0.6793,                0.34654,                 1.1872,               0.007525,               0.007525,               0.007525
                    253,                0.48968,                0.38239,                 1.0623,                0.95347,                0.93575,                0.96631,                0.82787,                0.67911,                0.34698,                 1.1873,              0.0075151,              0.0075151,              0.0075151
                    254,                0.48306,                 0.3802,                 1.0535,                0.95336,                0.93589,                0.96634,                0.82769,                 0.6792,                0.34669,                 1.1871,              0.0075052,              0.0075052,              0.0075052
                    255,                0.48392,                0.37737,                 1.0548,                0.95426,                0.93429,                0.96637,                0.82839,                0.67862,                0.34714,                 1.1869,              0.0074953,              0.0074953,              0.0074953
                    256,                0.48459,                0.37821,                 1.0577,                0.95381,                0.93513,                0.96635,                0.82864,                0.67816,                0.34648,                 1.1865,              0.0074854,              0.0074854,              0.0074854
                    257,                0.48641,                0.38246,                 1.0539,                0.95369,                0.93656,                0.96606,                0.82802,                0.67787,                0.34665,                 1.1863,              0.0074755,              0.0074755,              0.0074755
                    258,                0.48541,                0.38309,                 1.0595,                0.95439,                0.93626,                0.96634,                0.82824,                0.67726,                0.34656,                 1.1859,              0.0074656,              0.0074656,              0.0074656
                    259,                0.48947,                0.38163,                 1.0595,                0.95401,                0.93639,                0.96625,                0.82785,                0.67727,                0.34661,                 1.1859,              0.0074557,              0.0074557,              0.0074557
                    260,                0.48955,                0.38678,                 1.0579,                0.95392,                0.93641,                0.96618,                0.82795,                 0.6769,                 0.3471,                 1.1855,              0.0074458,              0.0074458,              0.0074458
                    261,                0.48498,                0.38162,                  1.057,                0.95376,                0.93708,                0.96618,                0.82783,                 0.6769,                0.34641,                 1.1854,              0.0074359,              0.0074359,              0.0074359
                    262,                0.47784,                0.37725,                 1.0552,                0.95375,                0.93588,                0.96614,                 0.8282,                0.67609,                0.34677,                 1.1846,               0.007426,               0.007426,               0.007426
                    263,                0.48014,                0.38102,                 1.0545,                0.95374,                 0.9373,                0.96623,                0.82844,                0.67568,                0.34639,                 1.1845,              0.0074161,              0.0074161,              0.0074161
                    264,                0.48355,                0.37698,                 1.0565,                0.95345,                0.93705,                0.96608,                0.82763,                 0.6754,                0.34601,                 1.1843,              0.0074062,              0.0074062,              0.0074062
                    265,                0.48061,                0.37715,                 1.0542,                0.95405,                0.93711,                0.96606,                0.82855,                0.67521,                0.34654,                 1.1845,              0.0073963,              0.0073963,              0.0073963
                    266,                0.47793,                0.37318,                 1.0556,                0.95347,                0.93744,                0.96645,                0.82782,                  0.675,                0.34612,                 1.1844,              0.0073864,              0.0073864,              0.0073864
                    267,                0.48261,                0.37759,                 1.0583,                0.95259,                0.93766,                0.96645,                0.82891,                0.67464,                0.34598,                 1.1841,              0.0073765,              0.0073765,              0.0073765
                    268,                0.48058,                0.37769,                 1.0566,                0.95216,                0.93759,                0.96644,                 0.8283,                0.67466,                0.34547,                 1.1841,              0.0073666,              0.0073666,              0.0073666
                    269,                0.47818,                 0.3828,                 1.0519,                0.95231,                0.93765,                0.96656,                0.82818,                0.67439,                0.34564,                  1.184,              0.0073567,              0.0073567,              0.0073567
                    270,                0.48675,                0.37823,                 1.0569,                0.95241,                0.93761,                0.96638,                0.82867,                0.67399,                0.34539,                 1.1838,              0.0073468,              0.0073468,              0.0073468
                    271,                0.47758,                0.37031,                 1.0479,                0.95199,                0.93774,                0.96635,                0.82813,                0.67433,                0.34539,                  1.184,              0.0073369,              0.0073369,              0.0073369
                    272,                0.47927,                0.37256,                 1.0561,                0.95194,                0.93769,                0.96639,                0.82779,                 0.6742,                0.34575,                  1.184,               0.007327,               0.007327,               0.007327
                    273,                0.47699,                0.37531,                 1.0499,                0.95195,                0.93773,                 0.9663,                0.82732,                0.67419,                0.34584,                  1.184,              0.0073171,              0.0073171,              0.0073171
                    274,                0.47866,                0.37337,                 1.0533,                0.95214,                0.93758,                0.96608,                0.82687,                0.67377,                0.34607,                 1.1837,              0.0073072,              0.0073072,              0.0073072
                    275,                0.47701,                0.37584,                 1.0504,                 0.9522,                0.93766,                0.96653,                0.82748,                 0.6737,                0.34598,                 1.1836,              0.0072973,              0.0072973,              0.0072973
